year,month,date,0,1,2,3,4,5,6,7,8,9,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y
2017,5,17,313,5,5,46,131,155,70,169,134,57,369,374,136,194,107,435,274,558,182,90,162,747,230,74,512,1108,638,31,545,44,1437,1254,148,29,49
2017,5,18,311,0,38,50,194,203,105,176,162,127,387,402,159,179,163,379,106,335,322,118,204,533,295,76,593,1284,654,10,668,31,1596,1096,176,36,32
2017,5,19,370,3,15,51,167,225,108,133,119,86,461,402,165,184,178,375,44,467,299,61,181,1278,291,68,648,1211,752,101,617,45,1619,1263,85,45,51
2017,5,2,296,2,28,89,392,306,163,416,264,81,359,366,299,316,180,601,326,425,352,62,306,1634,312,140,654,1425,842,53,690,41,1404,1271,95,50,50
2017,5,20,398,0,14,57,263,296,169,249,208,131,510,491,185,295,215,480,62,458,396,167,208,956,419,124,687,1532,974,42,857,122,1506,1186,197,127,35
2017,5,21,349,0,13,50,307,322,247,277,213,86,743,494,280,322,340,571,100,1312,336,664,306,840,447,130,819,1409,898,43,634,41,1248,1143,138,54,49
2017,5,22,272,0,2,25,108,222,87,124,122,42,318,291,139,115,107,407,61,1677,284,248,135,493,216,64,618,1197,647,15,523,25,1446,1067,48,37,46
2017,5,23,287,4,10,48,134,220,110,115,93,38,440,302,130,166,133,432,27,329,114,105,122,698,181,39,538,1372,697,14,578,30,1356,1189,74,42,47
2017,5,24,281,0,2,25,97,138,82,53,47,98,332,417,116,152,87,326,28,110,104,22,90,108,103,60,468,1091,621,25,574,25,1420,1027,94,34,56
2017,5,25,328,0,6,52,146,190,122,119,93,98,332,407,122,249,100,354,41,414,85,57,212,396,218,69,549,1143,719,15,674,54,1499,1354,47,78,61
2017,5,26,307,2,6,43,214,237,149,250,153,111,525,592,171,349,168,553,50,707,140,62,157,1292,327,84,656,1530,868,24,798,57,1589,1643,119,59,42
2017,5,27,375,1,16,71,288,307,202,320,170,65,459,713,177,425,228,598,54,612,121,41,326,1709,348,124,709,1599,795,33,735,32,1491,1451,181,75,49
2017,5,28,251,0,15,73,246,289,256,246,154,151,328,446,167,412,305,655,77,449,123,102,241,1140,336,81,716,1333,660,21,586,82,1306,1301,106,129,38
2017,5,29,216,0,3,24,154,210,82,147,176,85,268,211,103,94,77,371,26,968,119,29,144,582,234,46,520,988,609,11,642,33,1446,1235,157,48,18
2017,5,3,340,0,14,116,639,548,301,706,719,136,543,740,676,371,418,751,419,640,538,48,405,1338,727,168,928,1320,822,21,649,73,1156,1291,126,86,32
2017,5,30,319,0,27,45,155,181,89,165,150,62,295,360,146,241,163,416,58,124,625,78,182,1437,310,75,613,1338,723,21,629,43,1608,1308,70,68,36
2017,5,31,308,3,31,49,171,162,91,166,100,61,308,374,138,249,117,382,51,63,604,12,94,1588,208,56,654,1274,749,29,625,28,1444,1024,64,34,42
2017,5,4,318,0,26,78,520,424,274,677,658,120,526,599,541,460,334,740,604,787,493,140,413,1869,621,199,977,1214,810,39,643,119,1181,1178,90,197,83
2017,5,5,372,0,21,106,540,472,341,743,624,76,457,612,454,377,342,738,835,970,546,428,405,1032,638,170,1148,1211,803,74,725,313,1028,1122,154,226,44
2017,5,6,288,2,89,107,371,431,165,534,349,92,387,519,321,264,221,620,604,456,466,242,333,826,529,126,887,1349,911,30,734,122,1178,1216,82,61,58
2017,5,7,248,0,18,67,384,378,242,476,347,40,317,505,213,247,286,553,484,419,489,232,328,1026,417,120,708,1065,668,24,576,107,1278,992,135,140,28
2017,5,8,181,2,1,23,147,154,39,164,152,12,223,216,100,111,129,337,160,882,350,11,179,1058,285,91,647,1198,641,41,481,51,1379,1057,33,45,48
2017,5,9,186,1,16,49,148,186,72,158,151,49,263,314,122,137,106,383,189,1059,369,48,130,685,228,48,544,1020,559,31,595,31,1395,890,86,23,30
2017,6,1,254,5,6,27,106,180,96,92,68,167,350,315,131,160,125,341,102,402,264,90,99,597,216,65,634,1216,676,18,542,43,1372,982,99,125,43
2017,6,10,367,1,31,68,185,279,182,213,183,140,513,529,186,260,201,417,140,1115,1971,27,220,1604,358,81,727,1877,845,46,791,71,1443,1419,102,110,27
2017,6,11,369,0,8,53,271,323,220,207,144,132,397,431,135,228,188,556,184,925,998,357,208,1384,408,102,847,1408,705,25,650,140,1147,1159,111,255,46
2017,6,12,337,0,1,17,85,160,66,156,164,84,287,279,106,115,77,343,203,485,4102,12,129,642,238,73,645,1088,567,45,482,40,1385,1055,117,27,70
2017,6,13,407,3,6,61,174,204,353,160,132,168,379,318,139,173,111,393,144,367,511,56,125,733,239,71,739,1316,607,18,567,33,1419,1051,132,47,44
2017,6,14,424,3,11,103,235,257,396,214,148,268,340,385,172,242,177,530,125,548,690,28,162,827,302,108,810,1357,665,21,624,53,1321,1144,76,26,40
2017,6,15,461,0,25,96,252,287,358,194,178,228,329,402,183,327,192,460,220,1009,658,50,151,779,220,81,795,1196,700,42,602,46,1432,1297,99,35,33
2017,6,16,448,0,17,117,281,263,416,232,173,278,402,439,185,213,226,445,337,1167,1479,16,130,888,312,134,869,1550,805,24,698,45,1589,1366,89,178,43
2017,6,17,652,7,21,76,338,445,206,303,203,245,525,611,236,458,259,493,287,1217,925,278,204,752,406,137,926,1738,934,48,838,38,1507,1387,168,314,67
2017,6,18,501,0,24,69,359,476,151,294,205,169,761,589,195,235,247,515,258,339,1400,452,238,224,377,91,901,1278,807,22,737,101,1318,1318,133,337,34
2017,6,19,330,0,4,73,164,225,435,157,126,193,253,343,131,133,149,374,210,118,533,15,105,131,213,70,747,1201,635,35,522,38,1574,1210,24,45,37
2017,6,2,318,2,5,51,141,177,86,119,118,91,337,547,176,295,144,434,143,883,271,32,171,1037,287,90,522,1218,832,40,704,37,1520,1113,99,132,28
2017,6,20,400,0,15,71,189,219,468,139,127,154,367,336,147,168,137,390,135,712,834,36,69,144,242,43,832,1247,641,48,643,36,1456,1286,161,34,22
2017,6,21,397,1,12,74,191,203,464,172,124,149,299,371,155,200,140,352,102,236,454,22,133,171,242,79,707,1337,580,14,624,59,1323,1183,83,26,32
2017,6,22,381,1,19,100,257,231,407,172,134,162,408,386,155,254,181,382,241,402,615,66,109,497,281,73,877,1343,601,18,537,36,1377,1172,76,50,27
2017,6,23,499,0,14,64,189,216,258,133,89,288,452,565,203,335,251,445,251,2335,906,48,86,1091,273,61,912,1418,763,18,742,81,1718,1478,128,52,36
2017,6,24,580,6,28,112,292,380,204,293,206,130,466,630,223,289,212,580,219,3275,460,235,183,439,395,104,772,1834,810,27,920,67,1580,1563,112,120,29
2017,6,25,455,0,18,71,274,293,147,263,205,233,426,581,186,211,244,408,226,984,495,327,217,494,387,105,682,1498,610,16,626,79,1302,1405,98,250,72
2017,6,26,354,0,2,104,203,250,221,133,92,117,293,400,150,120,102,309,84,1233,356,18,129,809,197,122,587,1200,619,16,517,65,1468,1415,100,52,44
2017,6,27,465,0,25,99,332,308,392,183,165,214,408,389,141,211,233,334,196,1124,344,38,102,1235,245,31,640,1535,627,11,788,29,1597,1480,137,19,33
2017,6,28,422,0,5,94,217,225,314,166,129,191,308,399,148,209,200,460,66,629,262,13,143,783,226,50,611,1610,707,12,728,38,1540,1204,95,46,23
2017,6,29,340,0,12,45,147,192,47,80,49,182,316,434,159,170,111,334,102,797,591,40,84,1168,187,50,495,1547,610,37,622,43,1465,1197,112,34,30
2017,6,3,332,0,23,56,197,249,223,245,138,131,386,473,158,269,158,474,191,383,1786,59,254,843,360,86,590,1511,831,23,730,59,1353,1332,129,146,26
2017,6,30,466,0,12,40,190,222,51,189,332,116,514,626,201,293,248,419,171,239,747,240,240,1882,239,64,711,1724,795,80,845,48,1827,1494,128,144,23
2017,6,4,316,0,21,76,260,301,269,250,224,94,365,372,172,191,174,529,186,112,1834,229,201,311,347,93,708,1161,805,12,625,66,1100,1264,175,95,50
2017,6,5,199,1,1,23,149,177,51,196,143,60,307,247,127,95,89,395,188,128,576,117,158,328,287,69,557,958,686,48,539,29,1489,1303,113,51,60
2017,6,6,272,0,9,45,147,224,190,136,113,85,320,298,159,171,112,362,142,714,874,101,119,715,288,76,571,1241,638,20,565,35,1392,1257,126,76,31
2017,6,7,194,0,6,14,69,179,66,41,48,96,266,317,96,152,81,265,76,783,703,20,35,377,140,34,460,1182,530,9,506,28,1333,1014,76,22,19
2017,6,8,265,1,8,28,132,218,133,161,123,79,384,372,132,186,129,363,111,425,1281,88,130,414,262,71,590,1190,587,33,656,38,1491,1219,126,41,27
2017,6,9,383,0,8,32,165,199,120,143,124,113,425,489,184,252,161,311,181,200,699,70,180,883,222,81,620,1348,705,22,692,43,1665,1373,138,50,42
2017,7,1,624,0,8,49,238,292,151,240,181,105,818,767,310,352,231,440,337,129,763,204,134,1800,326,49,745,1802,867,44,849,51,1298,1370,439,162,41
2017,7,10,346,0,1,22,135,228,38,126,109,76,296,274,189,93,58,269,162,177,273,387,78,683,221,43,538,1194,628,40,610,31,1585,969,65,28,84
2017,7,11,476,0,5,38,183,185,68,213,151,43,338,422,252,145,129,373,136,202,459,109,140,1061,223,91,616,1283,730,29,668,30,1563,1289,102,57,21
2017,7,12,504,0,6,38,134,213,62,146,114,39,397,457,226,128,120,339,242,93,484,78,58,2241,210,42,585,1259,762,18,668,29,1710,1440,316,25,29
2017,7,13,415,0,17,67,197,264,97,158,89,76,402,400,241,137,131,371,97,82,844,136,85,1485,246,66,613,1200,600,32,659,52,1590,1707,152,134,55
2017,7,14,594,0,7,45,155,207,125,188,150,84,435,604,303,164,131,327,221,157,1330,141,77,1772,278,87,710,1679,781,16,731,50,1778,1813,40,151,39
2017,7,15,634,2,13,77,260,391,160,325,264,78,1110,1027,580,362,317,543,262,151,559,51,151,220,395,218,801,1876,888,33,839,162,1601,1721,169,96,31
2017,7,16,502,0,8,51,225,431,162,317,220,80,818,585,319,236,199,395,371,105,641,209,133,163,313,108,847,1544,742,30,768,35,1477,1522,161,44,22
2017,7,17,453,0,4,42,258,426,240,289,201,46,312,407,230,154,208,519,185,87,426,109,127,176,373,74,582,1144,685,60,658,68,1410,1261,109,119,93
2017,7,18,415,0,3,50,176,207,119,209,124,39,309,350,216,128,90,345,100,92,405,29,81,148,256,78,727,1198,743,17,573,53,1713,1271,93,34,44
2017,7,19,509,0,7,62,161,236,60,218,169,102,377,515,289,208,161,416,191,102,399,10,71,101,183,51,647,1462,740,15,660,31,1663,1448,91,38,34
2017,7,2,482,2,16,49,240,288,236,291,169,82,328,439,154,207,216,401,285,660,1013,113,170,2961,328,96,718,1414,787,13,653,43,1278,1332,284,121,32
2017,7,20,422,0,10,50,212,220,70,250,169,43,376,417,307,276,226,441,258,75,334,61,88,153,243,49,624,1295,650,34,743,50,1618,2236,93,27,28
2017,7,21,506,0,8,67,134,225,92,209,180,31,442,492,237,166,174,406,190,132,372,71,109,115,228,58,646,1417,783,28,901,41,1746,2151,109,61,37
2017,7,22,2088,0,5,116,565,886,377,552,303,54,1944,1572,1195,754,473,967,382,215,308,39,285,230,537,91,927,3852,3369,35,4135,156,2432,2437,510,150,41
2017,7,23,482,0,5,52,247,362,202,295,229,77,229,452,302,256,209,396,177,104,341,89,207,172,324,84,661,1174,861,31,676,35,1246,1036,186,92,47
2017,7,24,449,0,2,35,205,266,229,166,122,38,267,309,203,120,83,364,108,85,300,13,95,130,261,63,566,1119,695,28,645,74,1620,1203,55,162,43
2017,7,25,441,0,4,46,158,196,89,172,129,39,241,387,245,156,73,346,139,91,352,115,80,169,191,54,659,1311,702,29,623,36,1741,1262,162,36,38
2017,7,26,453,2,7,40,172,226,91,239,124,54,287,373,233,208,118,418,189,99,264,79,131,177,304,77,648,1395,722,15,681,42,1798,1352,136,31,33
2017,7,27,423,0,17,46,198,235,108,284,182,63,341,406,290,161,197,432,153,115,370,243,109,148,290,90,698,1497,769,31,813,35,1765,1466,147,32,48
2017,7,28,530,0,7,45,206,257,124,183,99,85,337,540,305,258,185,443,173,82,340,264,81,136,266,66,766,1461,907,42,790,89,1813,1573,165,366,32
2017,7,29,604,0,11,54,216,336,133,307,188,103,432,673,384,301,216,474,238,256,361,55,114,159,323,97,675,1476,907,49,845,39,1510,1374,255,191,41
2017,7,3,356,1,0,25,108,190,31,104,81,56,256,239,93,99,73,247,164,689,446,66,71,1191,149,36,502,1262,585,25,552,37,1440,1088,84,48,58
2017,7,30,457,0,13,61,250,396,264,290,207,95,223,455,348,243,238,550,212,124,318,380,104,155,389,59,688,1083,697,17,746,223,1354,1096,258,210,26
2017,7,31,440,0,15,44,219,272,74,165,175,43,231,323,198,94,62,285,278,57,411,113,77,92,273,55,659,1268,655,38,683,36,1632,1352,189,70,49
2017,7,4,319,0,12,26,100,118,102,89,53,27,351,284,150,169,100,237,105,1916,552,104,38,138,136,38,463,1337,567,18,533,28,1447,1079,89,33,12
2017,7,5,349,1,16,52,179,271,125,145,113,59,275,362,141,166,182,412,161,57,348,37,72,145,198,39,662,1480,686,18,629,30,1659,1190,109,26,38
2017,7,6,388,0,8,36,157,191,109,150,109,67,363,376,141,242,146,364,191,147,252,29,127,1450,257,53,565,1349,663,32,612,48,1491,1207,210,37,39
2017,7,7,553,4,5,49,203,214,102,157,151,101,487,550,213,268,173,427,111,661,419,100,63,2515,235,55,738,1700,903,21,786,57,1797,1354,191,49,42
2017,7,8,710,2,34,77,261,323,106,273,230,88,1126,949,362,256,233,456,379,659,738,241,135,3018,357,66,812,1824,923,50,944,75,1590,1474,178,36,41
2017,7,9,396,0,30,45,250,352,107,203,133,29,335,388,167,205,169,421,158,168,665,144,158,1177,291,77,662,1402,707,18,710,86,1076,1043,229,135,48
2017,8,1,438,0,10,49,182,247,92,180,139,50,257,371,264,178,110,318,209,79,355,28,65,100,209,79,602,1521,715,28,749,46,1502,1184,220,33,15
2017,8,10,553,0,17,58,212,262,159,317,250,84,373,653,311,256,261,498,179,109,421,671,136,183,346,106,807,1679,834,43,758,36,1608,1512,239,45,100
2017,8,11,525,3,15,34,290,397,341,366,245,93,360,673,446,251,246,516,227,138,227,820,124,154,425,65,764,1455,864,11,685,31,1298,1426,185,23,18
2017,8,12,567,0,30,55,365,433,340,493,309,92,334,564,305,370,241,597,328,157,126,869,180,208,416,68,821,1553,889,51,753,50,1349,1342,148,43,52
2017,8,13,570,0,13,52,301,423,325,426,322,139,284,588,351,314,258,601,173,169,207,1332,122,219,444,115,872,1391,742,44,728,52,1142,1258,264,57,35
2017,8,14,562,0,13,47,324,472,199,377,305,61,299,503,274,313,267,598,344,181,158,11,235,224,493,124,773,1235,717,32,599,54,1161,1262,120,46,48
2017,8,15,577,2,12,27,223,311,102,259,174,68,311,494,302,311,248,521,165,163,326,25,214,212,408,106,637,1360,723,27,579,46,1213,1055,150,60,56
2017,8,16,486,0,17,31,283,254,126,338,259,71,318,520,328,223,254,464,180,192,316,6,126,194,344,107,697,1271,649,13,669,61,1417,1237,162,30,31
2017,8,17,543,1,21,34,179,215,56,238,188,40,271,379,247,124,129,333,164,103,293,10,132,109,317,71,697,1317,782,24,616,29,1509,1228,119,38,31
2017,8,18,711,0,21,42,222,322,115,241,178,85,384,492,345,231,207,528,158,180,324,52,93,219,325,98,749,1674,842,38,725,59,1595,1401,164,53,41
2017,8,19,637,2,23,45,283,365,190,363,247,123,401,652,376,312,358,616,168,120,330,89,158,162,362,88,707,1823,754,34,756,70,1446,1355,168,46,30
2017,8,2,442,0,23,44,197,204,116,245,196,88,309,441,281,376,141,381,302,58,280,41,195,133,272,57,646,1216,670,35,696,65,1487,1310,202,20,47
2017,8,20,578,0,18,72,305,385,178,330,227,111,505,526,336,369,218,503,279,103,299,153,212,251,350,105,688,1326,813,21,658,54,1209,1208,156,174,55
2017,8,21,490,1,16,48,210,282,51,286,189,77,208,320,275,272,176,389,218,105,252,83,115,153,358,81,605,1105,805,64,640,38,1389,1217,118,28,81
2017,8,22,501,0,21,46,217,285,92,285,174,123,285,412,281,175,188,437,164,84,246,293,116,151,342,101,727,1397,834,44,678,57,1502,1331,112,330,50
2017,8,23,483,0,8,44,217,278,177,313,185,87,271,407,275,164,218,508,198,84,213,26,139,174,297,82,685,1187,730,14,654,39,1352,1238,95,49,25
2017,8,24,569,1,6,43,189,199,85,204,124,147,280,386,227,222,140,436,124,94,267,128,108,99,265,90,650,1240,710,18,668,58,1417,1374,93,54,42
2017,8,25,647,0,13,49,224,307,132,278,212,122,362,523,261,228,132,450,225,125,306,255,188,178,416,85,810,1526,823,36,750,46,1563,1612,126,43,74
2017,8,26,585,0,26,88,372,465,351,461,295,123,428,628,314,310,361,680,290,145,290,80,196,197,446,105,933,1596,956,28,834,86,1475,1601,176,108,110
2017,8,27,545,0,12,80,312,363,199,357,201,121,361,457,306,262,260,515,227,138,372,353,177,227,419,119,766,1319,668,19,747,85,1334,1375,204,55,28
2017,8,28,390,0,12,40,196,241,82,237,148,70,259,368,258,130,142,423,372,73,212,84,90,163,254,0,727,1053,602,20,598,56,1499,1558,68,91,37
2017,8,29,389,1,24,68,221,219,91,218,140,85,317,431,303,164,174,376,178,92,300,198,152,208,279,0,637,1261,707,38,678,30,1490,1534,112,33,67
2017,8,3,497,1,16,67,180,200,101,295,223,144,273,432,265,239,165,421,128,104,487,155,102,143,276,73,652,1353,677,38,833,53,1428,1289,179,51,39
2017,8,30,428,2,15,43,118,173,186,156,105,64,294,426,235,164,186,363,125,95,269,117,92,162,249,0,649,1190,636,12,766,77,1594,1337,89,24,34
2017,8,31,379,0,10,45,162,207,123,222,162,81,344,506,294,226,227,390,164,117,213,164,155,137,267,56,692,1298,688,21,778,57,1743,1689,79,57,41
2017,8,4,608,4,13,63,222,232,84,241,212,70,334,449,249,252,127,441,231,136,517,107,151,156,253,75,689,1527,858,77,806,41,1534,1576,197,50,43
2017,8,5,510,0,19,52,330,324,434,346,233,55,378,749,436,346,264,582,170,103,424,77,151,160,380,75,638,1578,758,45,834,59,1580,1443,240,282,47
2017,8,6,520,0,15,51,297,377,156,319,214,31,192,437,239,246,185,459,275,85,400,160,186,159,342,78,712,1230,688,37,663,83,1312,1075,171,359,36
2017,8,7,273,0,4,12,86,192,30,84,38,21,182,244,193,117,54,408,107,65,409,88,95,119,161,54,509,939,574,45,488,32,1211,1016,74,18,101
2017,8,8,403,0,24,63,192,267,69,256,168,53,331,422,280,240,227,420,203,138,487,731,109,157,317,65,662,1388,777,33,652,54,1653,1291,218,106,16
2017,8,9,407,0,16,43,235,301,97,384,258,58,311,563,324,227,200,533,188,122,457,21,140,187,401,75,614,1229,792,27,653,33,1584,1416,125,27,41
2017,9,1,498,0,12,48,227,204,122,304,197,120,395,542,310,166,173,468,232,120,308,201,139,156,358,95,813,1656,778,15,764,62,1838,1838,92,47,37
2017,9,10,468,0,10,52,230,315,138,273,198,144,289,441,303,202,209,471,209,125,320,123,185,228,379,88,728,1373,870,37,709,77,1509,1366,131,85,47
2017,9,11,293,0,0,21,107,163,43,123,92,75,280,362,225,148,105,387,135,82,230,59,72,124,226,75,560,1265,709,22,568,26,1635,1397,23,32,45
2017,9,12,398,0,11,31,141,160,78,164,146,95,285,454,295,151,157,387,154,145,294,41,103,166,219,73,702,1364,665,18,580,61,1654,1424,100,29,10
2017,9,13,437,0,15,28,183,220,102,248,138,79,295,408,278,171,139,423,146,90,307,22,88,174,273,62,713,1326,690,24,666,93,1588,1584,203,30,39
2017,9,14,420,0,8,27,176,154,75,196,113,128,333,443,272,158,161,404,196,74,374,25,55,148,265,52,691,1445,737,53,703,58,1672,1588,124,229,40
2017,9,15,497,0,10,41,199,246,106,257,171,73,409,560,301,188,158,438,212,200,527,81,99,190,343,90,723,1639,872,30,809,103,1806,1658,116,99,34
2017,9,16,576,0,14,27,159,242,101,135,130,57,396,639,310,209,228,354,172,125,427,28,109,147,241,204,634,2199,838,33,867,42,1631,1451,167,205,25
2017,9,17,304,0,8,11,139,210,71,207,90,35,458,476,144,186,74,233,116,39,515,9,117,109,196,66,492,1161,481,16,476,33,901,1105,57,47,24
2017,9,18,431,0,15,51,269,464,162,359,213,141,289,485,333,275,269,403,261,113,532,29,144,221,414,106,756,1235,621,22,554,51,1419,1677,58,96,33
2017,9,19,521,0,7,22,160,193,55,175,109,24,296,291,287,177,111,344,160,161,547,54,80,153,216,76,582,1415,649,30,605,40,2001,1661,77,37,20
2017,9,2,531,0,8,58,207,326,190,309,219,113,422,627,392,284,223,510,433,152,280,113,182,215,429,74,804,1538,832,26,804,49,1485,1658,193,120,36
2017,9,20,510,0,9,20,176,224,119,252,144,48,344,460,304,215,153,426,186,99,415,25,113,125,317,147,820,1323,765,25,665,33,1754,1697,137,35,15
2017,9,21,445,0,15,36,215,241,129,228,132,71,320,534,337,185,162,449,239,94,561,223,107,165,300,90,692,1241,670,27,691,48,1762,1566,135,18,42
2017,9,22,459,0,13,50,161,128,71,210,146,88,391,1599,285,261,146,418,186,74,518,52,86,155,251,83,655,1613,671,30,712,56,1986,1618,124,66,27
2017,9,23,695,0,12,49,361,356,183,419,269,51,432,581,418,431,314,663,363,164,509,569,197,261,529,112,786,1963,1003,40,911,100,1828,1862,133,128,33
2017,9,24,568,0,23,29,350,353,238,396,283,62,346,466,376,330,271,564,323,125,411,424,176,251,495,97,874,1412,785,39,627,58,1418,1378,106,117,53
2017,9,25,449,0,1,30,174,244,65,219,172,44,292,385,270,185,135,382,261,97,206,77,75,192,281,79,696,1668,713,34,642,44,1877,1499,39,44,40
2017,9,26,574,0,16,36,227,222,104,310,223,64,340,505,401,293,227,419,102,89,97,106,120,195,309,120,681,1506,745,42,763,64,1770,1476,52,28,67
2017,9,27,503,1,18,47,182,171,119,164,140,89,334,386,257,269,166,358,175,79,185,22,69,143,245,70,571,1270,656,54,714,42,1747,1446,79,20,46
2017,9,28,514,0,1,34,217,211,144,208,164,55,332,470,317,276,174,394,123,96,415,221,104,201,242,84,563,1274,718,24,658,41,1762,1474,57,54,28
2017,9,29,639,0,17,44,228,258,110,257,157,80,435,569,369,341,170,449,190,103,341,126,160,248,387,113,747,1721,812,49,782,62,2123,1798,74,61,84
2017,9,3,467,0,6,50,275,318,162,335,177,97,256,511,261,192,170,426,159,121,306,161,155,206,432,104,726,1246,683,12,662,55,1107,1138,142,94,42
2017,9,30,742,0,19,43,261,293,170,269,170,74,470,606,411,355,179,519,207,214,496,30,196,216,388,204,838,1844,922,54,862,63,2059,1780,126,83,43
2017,9,4,353,0,1,40,103,180,61,108,81,32,255,343,220,176,97,330,136,57,251,85,46,108,227,50,629,1074,626,32,583,41,1673,1501,41,40,25
2017,9,5,390,1,4,32,128,149,225,133,80,136,370,366,246,216,151,353,62,83,196,62,47,94,215,48,682,1121,770,25,627,49,1629,1448,61,22,52
2017,9,6,350,0,21,61,195,203,71,208,109,60,409,429,257,197,158,407,95,81,219,79,158,145,285,60,702,1317,778,44,702,45,1585,1429,81,18,44
2017,9,7,304,0,16,67,113,168,30,121,59,69,313,376,254,153,123,308,142,65,233,411,62,100,236,45,736,1341,713,19,709,52,1805,1466,58,36,63
2017,9,8,442,10,9,47,194,232,148,233,129,106,343,485,302,185,230,454,160,86,334,109,80,169,323,69,738,1516,766,34,784,63,1823,1866,105,148,27
2017,9,9,459,0,9,34,228,327,164,270,232,101,414,526,347,252,241,468,267,242,292,230,201,196,355,94,788,1664,873,47,867,79,1590,1795,158,57,76
2018,1,1,184,0,3,40,288,365,55,299,280,69,198,434,829,259,228,765,185,159,588,1,179,435,554,131,533,670,722,24,323,23,1124,1012,16,9,45
2018,1,10,179,1,9,31,133,176,71,158,118,89,286,490,288,172,108,425,117,145,413,11,61,151,184,31,319,965,860,33,480,20,2196,1498,147,17,32
2018,1,11,220,0,8,23,107,176,87,152,104,159,280,388,335,175,99,407,103,74,449,22,45,143,163,59,320,1019,883,20,478,10,2128,1543,204,81,22
2018,1,12,249,2,4,39,170,228,149,185,133,88,421,581,291,367,125,345,223,71,495,48,93,145,283,52,417,1435,901,25,570,38,2256,1633,200,113,55
2018,1,13,240,0,7,38,181,291,211,213,155,158,419,672,301,224,210,412,157,119,558,149,72,163,250,80,402,1352,881,31,533,55,1825,1616,149,118,39
2018,1,14,210,1,12,201,486,302,282,264,191,39,333,453,332,206,208,482,218,90,527,215,142,156,274,69,403,1115,860,40,462,36,1701,1349,140,17,30
2018,1,15,173,0,1,34,116,255,152,134,101,255,287,397,228,137,111,342,228,81,422,22,90,119,238,52,344,974,710,11,476,18,2189,1674,93,33,49
2018,1,16,174,2,21,83,157,175,98,183,166,145,324,329,265,177,197,321,110,66,561,14,117,141,169,51,378,1036,657,32,562,43,2098,1511,103,57,29
2018,1,17,250,20,9,47,112,164,115,78,61,144,358,486,285,202,146,388,101,65,477,17,75,177,131,45,335,1085,780,21,481,12,2369,1587,134,17,49
2018,1,18,230,0,6,42,170,172,139,179,131,160,370,452,375,206,137,415,168,72,364,94,120,191,221,66,405,1139,778,19,478,34,2287,1566,178,34,35
2018,1,19,317,0,10,92,190,215,167,184,143,112,457,675,393,259,191,496,133,92,347,73,108,206,264,68,473,1489,976,48,603,66,2262,1923,115,61,76
2018,1,2,222,0,14,54,333,377,101,352,380,71,307,734,539,293,194,743,345,119,456,3,165,397,549,105,581,1028,852,29,446,24,1684,1590,21,18,48
2018,1,20,317,0,7,49,218,359,226,272,201,97,541,686,438,366,242,448,197,116,581,58,152,186,308,76,506,1668,1167,69,649,68,2067,1974,168,79,121
2018,1,21,218,0,16,60,227,271,214,305,178,72,704,614,462,220,300,475,119,98,606,242,145,251,299,80,471,1339,920,26,551,70,2070,1969,204,189,88
2018,1,22,161,0,1,21,63,119,79,56,44,90,247,305,212,95,70,251,50,58,399,42,29,91,111,34,314,1014,828,17,536,37,2211,1446,40,99,32
2018,1,23,185,0,21,82,100,181,144,119,92,59,316,367,248,129,108,281,29,54,500,26,88,132,194,49,379,1197,822,24,523,30,2305,1656,90,78,83
2018,1,24,231,0,11,48,157,149,102,115,72,57,342,473,277,136,123,376,27,79,551,24,64,139,133,62,318,1292,837,18,488,17,2121,1832,129,35,17
2018,1,25,266,2,5,34,110,157,165,192,133,75,322,459,376,231,186,305,55,90,221,50,114,140,200,68,401,1041,794,14,468,37,1930,1621,102,66,41
2018,1,26,289,0,9,43,153,187,183,161,117,50,411,620,336,217,159,397,34,101,0,20,152,201,220,79,338,1266,693,38,525,31,2316,1718,98,39,48
2018,1,27,453,0,12,52,194,268,186,220,156,95,464,565,320,318,251,360,99,72,0,597,126,170,289,37,449,1373,0,20,499,79,1961,2009,164,53,36
2018,1,28,314,0,5,41,168,344,242,175,105,115,290,444,298,260,175,312,78,62,0,196,87,147,189,44,341,1036,0,85,414,43,1642,1428,90,58,46
2018,1,29,322,0,5,73,96,140,129,107,90,72,239,344,176,111,53,254,105,53,0,179,40,105,183,45,351,971,0,20,383,22,2116,1426,48,19,32
2018,1,3,221,0,13,53,304,382,141,378,364,147,297,596,482,362,204,608,317,172,520,3,194,349,512,173,657,1081,876,13,477,34,1749,1782,17,20,43
2018,1,30,242,0,6,27,94,199,110,94,68,35,368,386,266,129,129,349,74,53,0,28,42,128,166,38,396,1107,563,23,404,21,2382,2107,47,18,29
2018,1,31,247,7,13,47,138,183,154,126,98,74,348,518,291,154,175,445,114,65,0,9,58,250,158,62,367,1086,811,34,449,32,2271,1608,126,22,39
2018,1,4,220,0,7,25,245,288,156,293,256,87,338,509,392,327,216,579,149,122,326,31,150,219,434,89,582,1251,880,21,516,19,1802,1668,187,37,26
2018,1,5,210,1,9,72,177,225,85,195,217,81,400,590,373,194,141,574,116,138,596,20,137,214,335,102,570,1158,849,17,499,41,2216,2244,133,35,22
2018,1,6,272,0,14,76,331,435,221,480,336,101,429,698,420,279,479,635,253,111,523,12,170,214,396,110,753,1316,870,56,649,42,2049,1834,172,77,49
